partida_id,rodada,clube,cartao,atleta,num_camisa,posicao,minuto,minuto_numerico
4638,4,Goiás,Amarelo,Edson Pereira Lisboa,36.0,,69,69
4638,4,Goiás,Amarelo,Willian José de Souza,5.0,Meio-campo,15,15
4637,4,Internacional,Amarelo,Willians Domingos Fernandes,8.0,Meio-campo,57,57
4637,4,Athletico Paranaense,Amarelo,Deivid Willian da Silva,5.0,Meio-campo,63,63
4637,4,Internacional,Amarelo,Charles Aránguiz,20.0,Meio-campo,71,71
4637,4,Internacional,Amarelo,Alex Raphael Meschini,12.0,Meio-campo,30,30
4639,4,Botafogo,Amarelo,Matheus Dória Macedo,21.0,Zagueiro,68,68
4639,4,Criciúma,Amarelo,Bruno Lopes,,,69,69
4639,4,Criciúma,Amarelo,Fábio Ferreira,,Zagueiro,36,36
4639,4,Criciúma,Amarelo,Rodrigo Souza,,Meio-campo,85,85
4639,4,Criciúma,Amarelo,Carlos Eduardo Santos Oliveira,,Zagueiro,47,47
4639,4,Criciúma,Amarelo,Sérgio Antônio Borges Júnior,,Meio-campo,27,27
4642,4,Cruzeiro,Vermelho,Marcelo Moreno,18.0,Atacante,90+5,95
4642,4,Atlético Mineiro,Amarelo,Alex da Silva,,Zagueiro,90+3,93
4642,4,Atlético Mineiro,Amarelo,Leonardo Silva,3.0,Zagueiro,51,51
4642,4,Atlético Mineiro,Amarelo,André Felipe Ribeiro de Souza,,Atacante,21,21
4642,4,Cruzeiro,Amarelo,Jonathan Marlone,23.0,Meio-campo,40,40
4642,4,Cruzeiro,Vermelho,Luan Michel Louzã,88.0,Atacante,75,75
4642,4,Atlético Mineiro,Amarelo,Leandro Donizete,8.0,Meio-campo,51,51
4642,4,Atlético Mineiro,Amarelo,Victor,1.0,Goleiro,50,50
4642,4,Cruzeiro,Amarelo,Leonardo Renan Simões de Lacerda,3.0,Zagueiro,70,70
4640,4,Chapecoense,Amarelo,Rafael Lima,3.0,Zagueiro,79,79
4640,4,Grêmio,Amarelo,Luan Guilherme de Jesus Vieira,7.0,,77,77
4640,4,Grêmio,Amarelo,Edinho,15.0,Meio-campo,58,58
4640,4,Chapecoense,Amarelo,André Luiz Paulino de Souza Motta,4.0,Zagueiro,32,32
4640,4,Grêmio,Amarelo,Hernán Barcos,9.0,Atacante,66,66
4640,4,Grêmio,Amarelo,Eduardo Pereira Rodrigues,7.0,Atacante,46,46
4641,4,Fluminense,Amarelo,Francisco Souza dos Santos,13.0,,88,88
4641,4,Flamengo,Amarelo,Lucas Mugni,,Meio-campo,38,38
4641,4,Flamengo,Amarelo,Paulinho,,Atacante,10,10
4641,4,Fluminense,Amarelo,Carlos Andrade Souza,6.0,Zagueiro,18,18
4641,4,Flamengo,Amarelo,André Santos,27.0,Zagueiro,16,16
4641,4,Flamengo,Amarelo,Víctor Cáceres,5.0,Meio-campo,8,8
4643,4,São Paulo,Amarelo,Luis Ricardo,27.0,Zagueiro,83,83
4643,4,Corinthians,Amarelo,Luciano da Rocha Neves,18.0,,70,70
4643,4,São Paulo,Amarelo,Maicon,18.0,Meio-campo,90+2,92
4643,4,São Paulo,Amarelo,Álvaro Pereira,6.0,Zagueiro,29,29
4643,4,Corinthians,Amarelo,Petros,40.0,Meio-campo,29,29
4644,4,Figueirense,Vermelho,Raúl Silva,13.0,Zagueiro,67,67
4644,4,Figueirense,Amarelo,Luan José Niedzielski,21.0,Meio-campo,56,56
4644,4,Santos,Amarelo,Neuciano Gusmão,4.0,Zagueiro,89,89
4644,4,Santos,Vermelho,Neuciano Gusmão,4.0,Zagueiro,89,89
4644,4,Figueirense,Amarelo,Rogisvaldo João dos Santos,,Meio-campo,52,52
4645,4,Coritiba,Amarelo,Luis Francisco Grando,25.0,Meio-campo,42,42
4645,4,Sport,Amarelo,Leonardo Gonçalves Silva,19.0,Atacante,39,39
4645,4,Coritiba,Amarelo,Leandro Almeida,44.0,Zagueiro,86,86
4645,4,Coritiba,Amarelo,Carlos Emiliano Pereira,30.0,Zagueiro,20,20
4646,4,Bahia,Vermelho,Uelliton da Silva Vieira,8.0,Meio-campo,75,75
4646,4,Bahia,Amarelo,Roniery,,Zagueiro,55,55
4646,4,Vitória,Amarelo,Souza,,Atacante,45+2,47
4646,4,Vitória,Amarelo,José Welison,14.0,Meio-campo,42,42
4646,4,Vitória,Vermelho,Souza,,Atacante,75,75
4646,4,Bahia,Amarelo,Pará,40.0,Zagueiro,90+2,92
4646,4,Bahia,Amarelo,Demerson Bruno Costa,29.0,Zagueiro,45+1,46
4646,4,Vitória,Amarelo,Neto Coruja,,Meio-campo,45,45
4647,5,Goiás,Amarelo,Willian José de Souza,5.0,Meio-campo,81,81
4647,5,Goiás,Amarelo,Esquerdinha,,Meio-campo,89,89
4647,5,Goiás,Amarelo,Alex Alves Cardoso,15.0,Zagueiro,78,78
4648,5,Cruzeiro,Amarelo,Éverton Ribeiro,17.0,Meio-campo,90,90
4648,5,Coritiba,Amarelo,Luccas Claro,3.0,Zagueiro,49,49
4648,5,Cruzeiro,Amarelo,Dagoberto Pelentier,11.0,Atacante,73,73
4651,5,São Paulo,Amarelo,Maicon,18.0,Meio-campo,21,21
4651,5,Flamengo,Amarelo,Léo Moura,2.0,Zagueiro,19,19
4649,5,Fluminense,Vermelho,Fred,9.0,Atacante,69,69
4649,5,Grêmio,Amarelo,Alan Ruiz,11.0,Meio-campo,68,68
4649,5,Fluminense,Amarelo,Elivélton,14.0,Zagueiro,81,81
4649,5,Grêmio,Amarelo,Marcos Rogério Ricci Lopes,2.0,Zagueiro,68,68
4649,5,Grêmio,Amarelo,Ramiro Moschen Benetti,17.0,Meio-campo,41,41
4649,5,Fluminense,Amarelo,Fred,9.0,Atacante,68,68
4650,5,Corinthians,Amarelo,Cleber Reis,3.0,Zagueiro,80,80
4650,5,Corinthians,Amarelo,Jadson,10.0,Meio-campo,43,43
4650,5,Figueirense,Amarelo,Ricardo Bueno,,Atacante,79,79
4650,5,Figueirense,Amarelo,Leandro Silva,2.0,Zagueiro,24,24
4650,5,Corinthians,Amarelo,Romarinho,31.0,,59,59
4650,5,Corinthians,Amarelo,Guilherme dos Santos Torres,19.0,Meio-campo,35,35
4650,5,Figueirense,Amarelo,Éverton Santos,86.0,Atacante,71,71
4652,5,Athletico Paranaense,Amarelo,Marcos Guilherme,22.0,Meio-campo,15,15
4652,5,Chapecoense,Amarelo,Bruno César Pereira da Silva,,Meio-campo,16,16
4652,5,Athletico Paranaense,Amarelo,Marcelo Cirino da Silva,10.0,Atacante,78,78
4652,5,Chapecoense,Amarelo,Fabiano,2.0,Zagueiro,63,63
4654,5,Criciúma,Amarelo,Carlos Eduardo Santos Oliveira,,Zagueiro,32,32
4654,5,Internacional,Amarelo,Rafael Moura,11.0,Atacante,54,54
4654,5,Criciúma,Vermelho,Carlos Eduardo Santos Oliveira,,Zagueiro,43,43
4654,5,Criciúma,Amarelo,Rodrigo Souza,,Meio-campo,90+3,93
4654,5,Internacional,Amarelo,Juan Silveira dos Santos,4.0,Zagueiro,80,80
4654,5,Internacional,Amarelo,Willians Domingos Fernandes,8.0,Meio-campo,36,36
4655,5,Santos,Amarelo,Thiago Ribeiro,26.0,Atacante,83,83
4655,5,Santos,Amarelo,David Braz,14.0,Zagueiro,27,27
4655,5,Atlético Mineiro,Amarelo,Victor,1.0,Goleiro,71,71
4655,5,Santos,Amarelo,Hélio Hermito Zampier Neto,,Zagueiro,40,40
4655,5,Atlético Mineiro,Amarelo,Leonardo Silva,3.0,Zagueiro,88,88
4655,5,Atlético Mineiro,Amarelo,Emerson da Conceição,19.0,Zagueiro,69,69
4658,6,Flamengo,Amarelo,Elano,,Meio-campo,53,53
4658,6,Bahia,Amarelo,Cristian Chagas Tarouco,3.0,Zagueiro,11,11
4658,6,Flamengo,Amarelo,Éverton Cardoso da Silva,22.0,Meio-campo,69,69
4658,6,Flamengo,Amarelo,Alecsandro,9.0,Atacante,22,22
4657,6,Coritiba,Amarelo,Andrés Fernandes Gonçalves,5.0,Meio-campo,90+3,93
4657,6,Coritiba,Amarelo,Alexsandro de Souza,10.0,Meio-campo,24,24
4657,6,Internacional,Amarelo,Dida,1.0,Goleiro,75,75
4657,6,Internacional,Amarelo,Marcos Antônio de Lima,3.0,Zagueiro,56,56
4657,6,Internacional,Amarelo,Wellington Aparecido Martins,41.0,Meio-campo,25,25
4657,6,Coritiba,Amarelo,Roni,,Meio-campo,45+1,46
4657,6,Internacional,Amarelo,Wellington Paulista,9.0,Atacante,90+3,93
4657,6,Internacional,Amarelo,Otávio,33.0,Meio-campo,70,70
4657,6,Internacional,Amarelo,Valdívia,29.0,,54,54
4660,6,Criciúma,Amarelo,João Vitor Lima Gomes,,Meio-campo,86,86
4662,6,Fluminense,Amarelo,Darío Conca,11.0,Meio-campo,55,55
4662,6,São Paulo,Amarelo,Alexandre Pato,,Atacante,70,70
4662,6,São Paulo,Amarelo,Luís Fabiano,9.0,Atacante,45,45
4662,6,São Paulo,Amarelo,Reinaldo Manoel da Silva,6.0,Zagueiro,83,83
4662,6,São Paulo,Amarelo,Paulo Miranda,13.0,Zagueiro,55,55
4663,6,Grêmio,Amarelo,Hernán Barcos,9.0,Atacante,73,73
4663,6,Botafogo,Amarelo,Carlos Alberto Gomes de Jesus,,Meio-campo,43,43
4663,6,Grêmio,Amarelo,Alan Ruiz,11.0,Meio-campo,88,88
4663,6,Botafogo,Amarelo,Emerson Sheik,,Atacante,71,71
4663,6,Botafogo,Amarelo,Gabriel Girotto Franco,15.0,Meio-campo,40,40
4661,6,Corinthians,Amarelo,Jadson,10.0,Meio-campo,75,75
4661,6,Athletico Paranaense,Amarelo,Cleberson Martins de Souza,4.0,Zagueiro,73,73
4661,6,Athletico Paranaense,Amarelo,Marcos Guilherme,22.0,Meio-campo,25,25
4661,6,Athletico Paranaense,Amarelo,Otávio Henrique Santos,7.0,Meio-campo,90+2,92
4661,6,Athletico Paranaense,Amarelo,Sueliton Pereira,2.0,Zagueiro,49,49
4661,6,Athletico Paranaense,Amarelo,Natanael Batista Pimenta,6.0,Zagueiro,21,21
4665,6,Goiás,Amarelo,Thiago Henrique Mendes Ribeiro,23.0,Zagueiro,38,38
4665,6,Santos,Amarelo,Gabriel Barbosa,10.0,Atacante,45+1,46
4665,6,Goiás,Amarelo,David França Oliveira e Silva,8.0,Meio-campo,77,77
4665,6,Goiás,Amarelo,Esquerdinha,,Atacante,37,37
4665,6,Santos,Amarelo,David Braz,14.0,Zagueiro,12,12
4664,6,Palmeiras,Amarelo,William Matheus,16.0,Zagueiro,83,83
4664,6,Figueirense,Amarelo,Marcos Roberto da Silva Barbosa,3.0,Zagueiro,62,62
4664,6,Figueirense,Amarelo,Luan José Niedzielski,21.0,Meio-campo,52,52
4664,6,Palmeiras,Amarelo,Wendel Santana Pereira Santos,13.0,Zagueiro,11,11
4664,6,Figueirense,Amarelo,Thiago Heleno,4.0,Zagueiro,58,58
4666,6,Vitória,Amarelo,Rafael Berger,,Zagueiro,45+2,47
4666,6,Atlético Mineiro,Amarelo,Lucas Pierre Santos Oliveira,5.0,Meio-campo,45+1,46
4666,6,Vitória,Amarelo,Ayrton Ganino,,Zagueiro,35,35
4666,6,Atlético Mineiro,Amarelo,Marion Silva Fernandes,22.0,Atacante,30,30
4667,7,Bahia,Amarelo,Wellington Clayton Gonçalves dos Santos,,Meio-campo,78,78
4668,7,São Paulo,Amarelo,Douglas Pereira dos Santos,23.0,Zagueiro,62,62
4668,7,São Paulo,Amarelo,Josef de Souza Dias,8.0,Meio-campo,28,28
4668,7,Grêmio,Amarelo,Ramiro Moschen Benetti,17.0,Meio-campo,27,27
4668,7,São Paulo,Amarelo,Maicon,18.0,Meio-campo,72,72
4668,7,São Paulo,Amarelo,Paulo Henrique Ganso,10.0,Meio-campo,31,31
4668,7,Grêmio,Amarelo,Breno,,Zagueiro,60,60
4671,7,Sport,Vermelho,Durval,4.0,Zagueiro,53,53
4671,7,Sport,Amarelo,Durval,4.0,Zagueiro,37,37
4671,7,Corinthians,Amarelo,Bruno Henrique Corsini,25.0,Meio-campo,45+3,48
4671,7,Sport,Vermelho,Neto Baiano,9.0,Atacante,71,71
4671,7,Sport,Amarelo,Patric Cabral Lalau,12.0,Zagueiro,71,71
4671,7,Sport,Amarelo,Rodrigo Mancha,5.0,Meio-campo,34,34
4672,7,Athletico Paranaense,Amarelo,Otávio Henrique Santos,7.0,Meio-campo,39,39
4672,7,Coritiba,Amarelo,Carlos Emiliano Pereira,30.0,Zagueiro,90,90
4672,7,Coritiba,Amarelo,Keirrison,99.0,,66,66
4672,7,Coritiba,Amarelo,Júlio César da Silva e Souza,11.0,Atacante,20,20
4672,7,Athletico Paranaense,Amarelo,Weverton Pereira da Silva,12.0,Goleiro,44,44
4672,7,Athletico Paranaense,Amarelo,Cleberson Martins de Souza,4.0,Zagueiro,12,12
4672,7,Coritiba,Amarelo,Hermenegildo da Costa Paulo Bartolomeu,45.0,,67,67
4672,7,Coritiba,Amarelo,Welinton,4.0,Zagueiro,58,58
4670,7,Figueirense,Amarelo,Marcos Roberto da Silva Barbosa,3.0,Zagueiro,88,88
4670,7,Goiás,Amarelo,Thiago Henrique Mendes Ribeiro,23.0,Zagueiro,72,72
4670,7,Goiás,Amarelo,Alex Alves Cardoso,15.0,Zagueiro,89,89
4669,7,Santos,Vermelho,Geuvânio,11.0,Atacante,76,76
4669,7,Santos,Amarelo,Jubal Rocha Mendes Júnior,36.0,Zagueiro,3,3
4669,7,Flamengo,Amarelo,Luiz Antônio de Souza Soares,15.0,Meio-campo,44,44
4669,7,Santos,Amarelo,David Braz,14.0,Zagueiro,90,90
4669,7,Flamengo,Amarelo,Maurício Azevedo Alves,40.0,Meio-campo,80,80
4669,7,Flamengo,Amarelo,Samir,4.0,Zagueiro,24,24
4673,7,Cruzeiro,Amarelo,Ricardo Goulart,28.0,Meio-campo,90,90
4673,7,Internacional,Amarelo,Wellington Aparecido Martins,41.0,Meio-campo,68,68
4673,7,Cruzeiro,Amarelo,Dagoberto Pelentier,11.0,Atacante,35,35
4674,7,Botafogo,Amarelo,Gabriel Girotto Franco,15.0,,90+2,92
4674,7,Botafogo,Amarelo,Mario Bolatti,23.0,Meio-campo,57,57
4674,7,Vitória,Amarelo,Wilson Rodrigues de Moura Júnior,,Goleiro,81,81
4674,7,Vitória,Amarelo,Joseilson Batista dos Santos,,Meio-campo,55,55
4674,7,Botafogo,Amarelo,Júnior César,,Zagueiro,69,69
4674,7,Botafogo,Amarelo,Emerson Sheik,,Atacante,30,30
4674,7,Vitória,Amarelo,Danilo Tarracha,,Zagueiro,77,77
4674,7,Vitória,Amarelo,Neto Coruja,,Meio-campo,30,30
4675,7,Chapecoense,Amarelo,Neném,10.0,Meio-campo,45+1,46
4675,7,Palmeiras,Amarelo,Lucimar da Silva Ferreira,3.0,Zagueiro,60,60
4675,7,Chapecoense,Amarelo,Fabiano,2.0,Zagueiro,33,33
4675,7,Palmeiras,Amarelo,Wesley Lopes Beltrame,11.0,Meio-campo,29,29
4676,7,Atlético Mineiro,Amarelo,Leandro Donizete,8.0,Meio-campo,56,56
4676,7,Criciúma,Amarelo,Bruno Cortês,,Zagueiro,59,59
4676,7,Atlético Mineiro,Amarelo,Alex da Silva,,Zagueiro,44,44
4676,7,Criciúma,Amarelo,João Vitor Lima Gomes,,Meio-campo,43,43
4679,8,Sport,Amarelo,Renê Rodrigues Martins,6.0,Zagueiro,66,66
4679,8,Grêmio,Amarelo,Marcos Rogério Ricci Lopes,2.0,Zagueiro,28,28
4679,8,Grêmio,Amarelo,Eduardo Pereira Rodrigues,7.0,Meio-campo,58,58
4677,8,Criciúma,Amarelo,Carlos Eduardo Santos Oliveira,,Zagueiro,78,78
4677,8,Criciúma,Amarelo,Bruno Lopes,,Atacante,63,63
4677,8,Criciúma,Amarelo,Silvinho,,Atacante,25,25
4677,8,Coritiba,Amarelo,Júlio César da Silva e Souza,11.0,,84,84
4677,8,Coritiba,Amarelo,Dener Assunção Braz,6.0,Zagueiro,35,35
4677,8,Criciúma,Amarelo,Paulo Baier,,Meio-campo,73,73
4677,8,Criciúma,Amarelo,Sérgio Antônio Borges Júnior,,Meio-campo,37,37
4677,8,Coritiba,Amarelo,Norberto Pereira Marinho Neto,40.0,,89,89
