partida_id,rodada,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado
6508,1,2019-04-27,19:01,Chapecoense,Internacional,4-2-3-1,4-3-3,N. da Silveira Júnior,O. Hellmann,Chapecoense,Arena Condá,2,0,SC,RS
6509,1,2019-04-27,21:00,Flamengo,Cruzeiro,4-2-3-1,4-2-3-1,A. da Silva Braga,L. Venker de Menezes,Flamengo,Maracanã,3,1,RJ,MG
6510,1,2019-04-28,11:03,Grêmio,Santos,4-2-3-1,3-4-1-2,Renato Gaúcho,J. Sampaoli Moya,Santos,Arena do Grêmio,1,2,RS,SP
6513,1,2019-04-28,16:00,Ceará,CSA,4-2-3-1,4-2-3-1,E. Alves Moreira,M. Ribeiro Cabo,Ceará,Arena Castelão,4,0,CE,AL
6511,1,2019-04-28,16:01,Bahia,Corinthians,4-2-3-1,4-1-4-1,R. Machado Marques,F. Carille,Bahia,Itaipava Arena Fonte Nova,3,2,BA,SP
6512,1,2019-04-28,16:03,Athletico Paranaense,Vasco da Gama,4-2-3-1,3-5-2,T. Retzalff Nunes,M. Gomes Valadares,Athletico Paranaense,Estádio Joaquim Américo Guimarães,4,1,PR,RJ
6514,1,2019-04-28,19:00,Palmeiras,Fortaleza,4-2-3-1,4-4-2,L. Scolari,R. Ceni,Palmeiras,Allianz Parque,4,0,SP,CE
6515,1,2019-04-28,19:27,Fluminense,Goiás,4-3-3,4-2-3-1,F. Diniz Silva,C. dos Santos Oliveira,Goiás,Maracanã,0,1,RJ,GO
6517,2,2019-05-01,16:00,CSA,Palmeiras,4-2-3-1,4-2-3-1,M. Ribeiro Cabo,L. Scolari,-,Estádio Rei Pelé,1,1,AL,SP
6516,2,2019-05-01,16:01,Internacional,Flamengo,4-3-3,4-2-3-1,O. Hellmann,A. da Silva Braga,Internacional,Estádio José Pinheiro Borda,2,1,RS,RJ
6518,2,2019-05-01,16:01,Corinthians,Chapecoense,4-1-4-1,4-4-1-1,F. Carille,N. da Silveira Júnior,Corinthians,Neo Química Arena,1,0,SP,SC
6519,2,2019-05-01,19:15,Cruzeiro,Ceará,4-2-3-1,4-2-3-1,L. Venker de Menezes,E. Alves Moreira,Cruzeiro,Mineirão,1,0,MG,CE
6520,2,2019-05-01,19:17,Avaí,Grêmio,5-3-2,4-2-3-1,E. Machado Souto,Renato Gaúcho,-,Ressacada,1,1,SC,RS
6521,2,2019-05-01,21:31,Goiás,São Paulo,4-2-3-1,4-2-3-1,C. dos Santos Oliveira,A. Stival,São Paulo,Estádio do Governo do Estado de Goiás (Serra Dourada),1,2,GO,SP
6522,2,2019-05-01,21:31,Vasco da Gama,Atlético Mineiro,4-2-3-1,4-1-4-1,M. Gomes Valadares,R. Marques Santana,Atlético Mineiro,Estádio Vasco da Gama,1,2,RJ,MG
6523,2,2019-05-01,21:31,Fortaleza,Athletico Paranaense,4-2-2-2,4-2-3-1,R. Ceni,T. Retzalff Nunes,Fortaleza,Arena Castelão,2,1,CE,PR
6524,2,2019-05-02,19:15,Santos,Fluminense,4-3-3,4-3-3,J. Sampaoli Moya,F. Diniz Silva,Santos,Estádio Urbano Caldeira,2,1,SP,RJ
6525,2,2019-05-02,20:01,Botafogo,Bahia,4-1-4-1,4-2-3-1,E. de Souza Barroca,R. Machado Marques,Botafogo,Estádio Nilton Santos,3,2,RJ,BA
6527,3,2019-05-04,19:00,Palmeiras,Internacional,4-2-3-1,4-3-3,L. Scolari,O. Hellmann,Palmeiras,Allianz Parque,1,0,SP,RS
6526,3,2019-05-04,19:01,Vasco da Gama,Corinthians,4-2-3-1,4-1-4-1,M. Gomes Valadares,F. Carille,-,Arena da Amazônia,1,1,RJ,SP
6528,3,2019-05-04,21:01,Ceará,Atlético Mineiro,4-2-3-1,4-2-3-1,E. Alves Moreira,R. Marques Santana,Atlético Mineiro,Arena Castelão,1,2,CE,MG
6529,3,2019-05-05,12:03,Chapecoense,Athletico Paranaense,4-4-1-1,5-3-2,N. da Silveira Júnior,T. Retzalff Nunes,-,Arena Condá,1,1,SC,PR
6531,3,2019-05-05,16:00,Botafogo,Fortaleza,4-1-4-1,4-4-2,E. de Souza Barroca,R. Ceni,Botafogo,Estádio Nilton Santos,1,0,RJ,CE
6532,3,2019-05-05,16:00,CSA,Santos,4-2-3-1,3-4-3,M. Ribeiro Cabo,J. Sampaoli Moya,-,Estádio Rei Pelé,0,0,AL,SP
6533,3,2019-05-05,16:00,Cruzeiro,Goiás,4-2-3-1,4-2-3-1,L. Venker de Menezes,C. dos Santos Oliveira,Cruzeiro,Mineirão,2,1,MG,GO
6530,3,2019-05-05,16:01,São Paulo,Flamengo,4-3-3,4-1-4-1,A. Stival,A. da Silva Braga,-,Morumbi,1,1,SP,RJ
6534,3,2019-05-05,19:00,Grêmio,Fluminense,4-2-3-1,4-1-4-1,Renato Gaúcho,F. Diniz Silva,Fluminense,Arena do Grêmio,4,5,RS,RJ
6535,3,2019-05-05,19:00,Bahia,Avaí,4-2-3-1,5-3-2,R. Machado Marques,E. Machado Souto,Bahia,Itaipava Arena Fonte Nova,1,0,BA,SC
6536,4,2019-05-11,16:01,Fluminense,Botafogo,4-2-3-1,4-1-4-1,F. Diniz Silva,E. de Souza Barroca,Botafogo,Maracanã,0,1,RJ,RJ
6537,4,2019-05-11,19:01,Corinthians,Grêmio,4-1-4-1,4-2-3-1,F. Carille,Renato Gaúcho,-,Neo Química Arena,0,0,SP,RS
6538,4,2019-05-11,21:01,Goiás,Ceará,4-2-3-1,4-2-3-1,C. dos Santos Oliveira,E. Alves Moreira,Goiás,Estádio do Governo do Estado de Goiás (Serra Dourada),2,1,GO,CE
6541,4,2019-05-12,10:53,Atlético Mineiro,Palmeiras,4-3-3,4-2-3-1,R. Marques Santana,L. Scolari,Palmeiras,Mineirão,0,2,MG,SP
6539,4,2019-05-12,11:00,Flamengo,Chapecoense,4-2-3-1,4-2-3-1,A. da Silva Braga,N. da Silveira Júnior,Flamengo,Maracanã,2,1,RJ,SC
6542,4,2019-05-12,16:01,Internacional,Cruzeiro,4-3-3,4-2-3-1,O. Hellmann,L. Venker de Menezes,Internacional,Estádio José Pinheiro Borda,3,1,RS,MG
6540,4,2019-05-12,16:02,Santos,Vasco da Gama,4-3-3,3-4-3,J. Sampaoli Moya,M. Gomes Valadares,Santos,Estádio Municipal Paulo Machado de Carvalho,3,0,SP,RJ
6544,4,2019-05-12,19:00,Athletico Paranaense,Bahia,4-1-4-1,4-2-3-1,T. Retzalff Nunes,R. Machado Marques,Athletico Paranaense,Estádio Joaquim Américo Guimarães,1,0,PR,BA
6545,4,2019-05-12,19:00,Fortaleza,São Paulo,4-4-2,4-3-3,R. Ceni,A. Stival,São Paulo,Arena Castelão,0,1,CE,SP
6543,4,2019-05-12,19:01,Avaí,CSA,4-3-3,4-2-3-1,E. Machado Souto,M. Ribeiro Cabo,-,Ressacada,0,0,SC,AL
6546,5,2019-05-18,18:00,Fluminense,Cruzeiro,4-1-4-1,4-2-3-1,F. Diniz Silva,L. Venker de Menezes,Fluminense,Maracanã,4,1,RJ,MG
6548,5,2019-05-18,19:00,Atlético Mineiro,Flamengo,4-2-3-1,4-2-3-1,R. Marques Santana,A. da Silva Braga,Atlético Mineiro,Estádio Raimundo Sampaio,2,1,MG,RJ
6547,5,2019-05-18,19:01,Palmeiras,Santos,4-2-3-1,3-5-2,L. Scolari,J. Sampaoli Moya,Palmeiras,Estádio Municipal Paulo Machado de Carvalho,4,0,SP,SP
6549,5,2019-05-19,11:02,São Paulo,Bahia,4-2-3-1,4-3-3,A. Stival,R. Machado Marques,-,Morumbi,0,0,SP,BA
6551,5,2019-05-19,16:00,Athletico Paranaense,Corinthians,4-4-2,4-2-3-1,T. Retzalff Nunes,F. Carille,Corinthians,Estádio Joaquim Américo Guimarães,0,2,PR,SP
6553,5,2019-05-19,16:00,Chapecoense,Fortaleza,4-1-4-1,4-4-2,N. da Silveira Júnior,R. Ceni,Fortaleza,Arena Condá,1,3,SC,CE
6550,5,2019-05-19,16:01,Internacional,CSA,4-3-1-2,4-2-3-1,O. Hellmann,M. Ribeiro Cabo,Internacional,Estádio José Pinheiro Borda,2,0,RS,AL
6552,5,2019-05-19,16:01,Goiás,Botafogo,4-2-3-1,4-1-4-1,C. dos Santos Oliveira,E. de Souza Barroca,Goiás,Estádio do Governo do Estado de Goiás (Serra Dourada),1,0,GO,RJ
6554,5,2019-05-19,18:59,Vasco da Gama,Avaí,4-2-3-1,4-1-4-1,V. Luxemburgo da Silva,E. Machado Souto,-,Estádio Vasco da Gama,1,1,RJ,SC
6555,5,2019-05-19,19:00,Ceará,Grêmio,4-4-2,4-2-3-1,E. Alves Moreira,Renato Gaúcho,Ceará,Arena Castelão,2,1,CE,RS
6556,6,2019-05-25,16:00,Botafogo,Palmeiras,4-1-4-1,4-2-3-1,E. de Souza Barroca,L. Scolari,Palmeiras,Estádio Nacional de Brasília,0,1,RJ,SP
6557,6,2019-05-25,19:00,Grêmio,Atlético Mineiro,4-2-3-1,4-2-3-1,Renato Gaúcho,R. Marques Santana,Grêmio,Arena do Grêmio,1,0,RS,MG
6559,6,2019-05-26,16:01,Santos,Internacional,4-3-3,4-1-4-1,J. Sampaoli Moya,O. Hellmann,-,Estádio Urbano Caldeira,0,0,SP,RS
6558,6,2019-05-26,16:02,Flamengo,Athletico Paranaense,4-1-4-1,4-4-2,A. da Silva Braga,T. Retzalff Nunes,Flamengo,Maracanã,3,2,RJ,PR
6560,6,2019-05-26,19:00,Fortaleza,Vasco da Gama,4-4-2,4-2-3-1,R. Ceni,V. Luxemburgo da Silva,-,Arena Castelão,1,1,CE,RJ
6561,6,2019-05-26,19:00,Cruzeiro,Chapecoense,4-1-4-1,4-4-1-1,L. Venker de Menezes,N. da Silveira Júnior,Chapecoense,Estádio Raimundo Sampaio,1,2,MG,SC
6562,6,2019-05-26,19:01,Bahia,Fluminense,4-1-4-1,4-1-4-1,R. Machado Marques,F. Diniz Silva,Bahia,Itaipava Arena Fonte Nova,3,2,BA,RJ
6563,6,2019-05-26,19:01,Corinthians,São Paulo,4-1-4-1,4-2-3-1,F. Carille,A. Stival,Corinthians,Neo Química Arena,1,0,SP,SP
6565,6,2019-05-27,20:00,Avaí,Ceará,4-3-3,4-4-2,E. Machado Souto,E. Alves Moreira,Ceará,Ressacada,1,2,SC,CE
6564,6,2019-05-27,20:01,CSA,Goiás,4-2-3-1,4-2-3-1,M. Ribeiro Cabo,C. dos Santos Oliveira,CSA,Estádio Rei Pelé,1,0,AL,GO
6566,7,2019-06-01,16:01,Flamengo,Fortaleza,4-2-3-1,4-4-2,M. Salles,R. Ceni,Flamengo,Estádio Nilton Santos,2,0,RJ,CE
6567,7,2019-06-01,19:01,Bahia,Grêmio,4-3-3,4-2-3-1,R. Machado Marques,Renato Gaúcho,Bahia,Estádio de Pituaçu,1,0,BA,RS
6568,7,2019-06-02,11:01,Botafogo,Vasco da Gama,4-1-4-1,4-1-4-1,E. de Souza Barroca,V. Luxemburgo da Silva,Botafogo,Estádio Nilton Santos,1,0,RJ,RJ
6571,7,2019-06-02,16:00,São Paulo,Cruzeiro,4-3-3,4-2-3-1,A. Stival,L. Venker de Menezes,-,Estádio Municipal Paulo Machado de Carvalho,1,1,SP,MG
6569,7,2019-06-02,16:03,Ceará,Santos,4-4-2,4-3-3,E. Alves Moreira,J. Sampaoli Moya,Santos,Arena Castelão,0,1,CE,SP
6570,7,2019-06-02,16:40,Athletico Paranaense,Fluminense,4-2-3-1,4-3-3,T. Retzalff Nunes,F. Diniz Silva,Athletico Paranaense,Estádio Joaquim Américo Guimarães,3,0,PR,RJ
6572,7,2019-06-02,19:00,Atlético Mineiro,CSA,4-2-3-1,4-2-3-1,R. Marques Santana,M. Ribeiro Cabo,Atlético Mineiro,Estádio Raimundo Sampaio,4,0,MG,AL
6573,7,2019-06-02,19:00,Chapecoense,Palmeiras,4-2-3-1,4-2-3-1,N. da Silveira Júnior,L. Scolari,Palmeiras,Arena Condá,1,2,SC,SP
6574,7,2019-06-02,19:00,Internacional,Avaí,4-2-3-1,4-3-3,O. Hellmann,E. Machado Souto,Internacional,Estádio José Pinheiro Borda,2,0,RS,SC
6576,8,2019-06-07,20:30,Vasco da Gama,Internacional,4-3-3,4-3-3,V. Luxemburgo da Silva,O. Hellmann,Vasco da Gama,Estádio Vasco da Gama,2,1,RJ,RS
6577,8,2019-06-08,16:30,Palmeiras,Athletico Paranaense,4-2-3-1,4-1-4-1,L. Scolari,T. Retzalff Nunes,Palmeiras,Allianz Parque,1,0,SP,PR
6578,8,2019-06-08,19:00,Grêmio,Fortaleza,4-2-3-1,4-2-3-1,Renato Gaúcho,R. Ceni,Grêmio,Estádio Francisco Stédile (Centenário),1,0,RS,CE
6579,8,2019-06-08,19:00,Cruzeiro,Corinthians,4-2-3-1,4-1-4-1,L. Venker de Menezes,F. Carille,-,Mineirão,0,0,MG,SP
6580,8,2019-06-08,19:31,Ceará,Bahia,4-2-3-1,4-3-3,E. Alves Moreira,R. Machado Marques,-,Arena Castelão,0,0,CE,BA
6581,8,2019-06-08,21:00,Avaí,São Paulo,4-2-3-1,4-2-3-1,E. Machado Souto,A. Stival,-,Ressacada,0,0,SC,SP
6583,8,2019-06-09,19:00,Fluminense,Flamengo,4-2-3-1,4-2-3-1,F. Diniz Silva,M. Salles,-,Maracanã,0,0,RJ,RJ
6584,8,2019-06-09,19:00,Santos,Atlético Mineiro,4-3-3,4-2-3-1,J. Sampaoli Moya,R. Marques Santana,Santos,Estádio Urbano Caldeira,3,1,SP,MG
6582,8,2019-06-09,19:01,CSA,Botafogo,4-2-3-1,4-1-4-1,M. Ribeiro Cabo,E. de Souza Barroca,Botafogo,Estádio Rei Pelé,1,2,AL,RJ
6585,8,2019-06-10,20:01,Goiás,Chapecoense,4-2-3-1,4-2-3-1,C. dos Santos Oliveira,N. da Silveira Júnior,Goiás,Estádio do Governo do Estado de Goiás (Serra Dourada),3,1,GO,SC
6586,9,2019-06-12,19:17,Botafogo,Grêmio,4-1-4-1,4-2-3-1,E. de Souza Barroca,Renato Gaúcho,Grêmio,Estádio Nilton Santos,0,1,RJ,RS
6587,9,2019-06-12,21:01,Fortaleza,Cruzeiro,4-2-3-1,4-2-3-1,R. Ceni,L. Venker de Menezes,Fortaleza,Arena Castelão,2,1,CE,MG
6588,9,2019-06-12,21:30,Internacional,Bahia,4-3-3,4-1-4-1,O. Hellmann,R. Machado Marques,Internacional,Estádio José Pinheiro Borda,3,1,RS,BA
6589,9,2019-06-12,21:30,CSA,Flamengo,4-1-4-1,4-2-3-1,M. Ribeiro Cabo,M. Salles,Flamengo,Estádio Nacional de Brasília,0,2,AL,RJ
6590,9,2019-06-12,21:31,Santos,Corinthians,4-3-3,4-1-4-1,J. Sampaoli Moya,F. Carille,Santos,Estádio Urbano Caldeira,1,0,SP,SP
6595,9,2019-06-13,14:08,Goiás,Athletico Paranaense,4-2-3-1,4-1-2-1-2,C. dos Santos Oliveira,T. Retzalff Nunes,Goiás,Estádio do Governo do Estado de Goiás (Serra Dourada),2,1,GO,PR
6591,9,2019-06-13,19:16,Vasco da Gama,Ceará,4-3-3,4-4-2,V. Luxemburgo da Silva,E. Alves Moreira,Vasco da Gama,Estádio Vasco da Gama,1,0,RJ,CE
6592,9,2019-06-13,20:00,Chapecoense,Fluminense,4-1-4-1,4-3-3,N. da Silveira Júnior,F. Diniz Silva,-,Arena Condá,1,1,SC,RJ
6593,9,2019-06-13,20:00,Palmeiras,Avaí,4-2-3-1,4-1-4-1,L. Scolari,E. Machado Souto,Palmeiras,Allianz Parque,2,0,SP,SC
6594,9,2019-06-13,20:00,Atlético Mineiro,São Paulo,4-2-3-1,4-2-3-1,R. Marques Santana,A. Stival,-,Estádio Raimundo Sampaio,1,1,MG,SP
6597,10,2019-07-13,16:59,Fortaleza,Avaí,4-4-2,4-2-3-1,R. Ceni,A. Valentim do Carmo Neto,Fortaleza,Arena Castelão,2,0,CE,SC
6596,10,2019-07-13,17:00,Grêmio,Vasco da Gama,4-2-3-1,4-3-3,Renato Gaúcho,V. Luxemburgo da Silva,Grêmio,Arena do Grêmio,2,1,RS,RJ
6598,10,2019-07-13,19:01,Bahia,Santos,4-3-3,3-4-3,R. Machado Marques,J. Sampaoli Moya,Santos,Estádio de Pituaçu,0,1,BA,SP
6599,10,2019-07-13,19:01,São Paulo,Palmeiras,4-2-3-1,4-2-3-1,A. Stival,L. Scolari,-,Morumbi,1,1,SP,SP
6600,10,2019-07-14,11:00,Flamengo,Goiás,4-1-3-2,4-2-3-1,J. Pinheiro de Jesus,C. dos Santos Oliveira,Flamengo,Maracanã,6,1,RJ,GO
6602,10,2019-07-14,16:00,Athletico Paranaense,Internacional,4-2-3-1,4-3-3,T. Retzalff Nunes,O. Hellmann,Athletico Paranaense,Estádio Joaquim Américo Guimarães,1,0,PR,RS
6603,10,2019-07-14,16:00,Cruzeiro,Botafogo,4-2-3-1,4-3-3,L. Venker de Menezes,E. de Souza Barroca,-,Mineirão,0,0,MG,RJ
6601,10,2019-07-14,16:03,Corinthians,CSA,4-1-4-1,4-2-2-2,F. Carille,A. Fucks,Corinthians,Neo Química Arena,1,0,SP,AL
6604,10,2019-07-14,19:00,Chapecoense,Atlético Mineiro,4-1-4-1,4-2-3-1,N. da Silveira Júnior,R. Marques Santana,Atlético Mineiro,Arena Condá,1,2,SC,MG
6605,10,2019-07-15,20:01,Fluminense,Ceará,4-3-3,4-1-4-1,F. Diniz Silva,E. Alves Moreira,-,Maracanã,1,1,RJ,CE
6606,11,2019-07-20,11:02,Vasco da Gama,Fluminense,4-1-4-1,4-2-3-1,V. Luxemburgo da Silva,F. Diniz Silva,Vasco da Gama,Estádio Vasco da Gama,2,1,RJ,RJ
6609,11,2019-07-20,16:10,CSA,Athletico Paranaense,4-3-1-2,4-2-3-1,A. Fucks,T. Retzalff Nunes,Athletico Paranaense,Estádio Rei Pelé,0,4,AL,PR
6607,11,2019-07-20,17:00,Bahia,Cruzeiro,4-1-4-1,4-3-3,R. Machado Marques,L. Venker de Menezes,-,Itaipava Arena Fonte Nova,0,0,BA,MG
6610,11,2019-07-20,19:00,Internacional,Grêmio,4-1-4-1,4-2-3-1,O. Hellmann,Renato Gaúcho,-,Estádio José Pinheiro Borda,1,1,RS,RS
6608,11,2019-07-20,19:01,Ceará,Palmeiras,4-4-2,4-2-3-1,E. Alves Moreira,L. Scolari,Ceará,Arena Castelão,2,0,CE,SP
6611,11,2019-07-21,11:01,Botafogo,Santos,4-1-4-1,4-3-3,E. de Souza Barroca,J. Sampaoli Moya,Santos,Estádio Nilton Santos,0,1,RJ,SP
6613,11,2019-07-21,16:01,Corinthians,Flamengo,4-1-4-1,4-1-4-1,F. Carille,J. Pinheiro de Jesus,-,Neo Química Arena,1,1,SP,RJ
6612,11,2019-07-21,16:02,Atlético Mineiro,Fortaleza,4-2-3-1,4-2-3-1,R. Marques Santana,R. Ceni,-,Estádio Raimundo Sampaio,2,2,MG,CE
6614,11,2019-07-21,19:00,Avaí,Goiás,4-2-3-1,4-2-3-1,A. Valentim do Carmo Neto,C. dos Santos Oliveira,-,Ressacada,0,0,SC,GO
6615,11,2019-07-22,20:02,São Paulo,Chapecoense,4-2-3-1,4-2-3-1,A. Stival,N. da Silveira Júnior,São Paulo,Morumbi,4,0,SP,SC
6617,12,2019-07-27,13:58,Cruzeiro,Athletico Paranaense,4-2-3-1,4-2-3-1,L. Venker de Menezes,T. Retzalff Nunes,Athletico Paranaense,Mineirão,0,2,MG,PR
6616,12,2019-07-27,17:00,Palmeiras,Vasco da Gama,4-2-3-1,4-3-3,L. Scolari,V. Luxemburgo da Silva,-,Allianz Parque,1,1,SP,RJ
6619,12,2019-07-27,19:00,Internacional,Ceará,4-3-3,4-4-2,O. Hellmann,E. Alves Moreira,Internacional,Estádio José Pinheiro Borda,1,0,RS,CE
6618,12,2019-07-27,19:01,Fluminense,São Paulo,4-2-3-1,4-2-3-1,F. Diniz Silva,A. Stival,São Paulo,Maracanã,1,2,RJ,SP
6620,12,2019-07-28,11:00,Chapecoense,Bahia,4-1-4-1,4-3-3,E. Hartkopp,R. Machado Marques,-,Arena Condá,0,0,SC,BA
6621,12,2019-07-28,15:59,Flamengo,Botafogo,4-4-2,4-1-4-1,J. Pinheiro de Jesus,E. de Souza Barroca,Flamengo,Maracanã,3,2,RJ,RJ
6622,12,2019-07-28,16:01,Santos,Avaí,4-3-3,4-1-4-1,J. Sampaoli Moya,A. Valentim do Carmo Neto,Santos,Estádio Urbano Caldeira,3,1,SP,SC
6624,12,2019-07-28,19:00,Fortaleza,Corinthians,4-4-2,4-1-4-1,R. Ceni,F. Carille,Corinthians,Arena Castelão,1,3,CE,SP
6623,12,2019-07-28,19:03,Goiás,Atlético Mineiro,4-2-3-1,4-1-4-1,C. dos Santos Oliveira,R. Marques Santana,-,Estádio do Governo do Estado de Goiás (Serra Dourada),0,0,GO,MG
6625,12,2019-07-29,20:02,CSA,Grêmio,4-2-3-1,4-2-3-1,A. Fucks,Renato Gaúcho,-,Estádio Rei Pelé,0,0,AL,RS
6627,13,2019-08-03,19:00,Fluminense,Internacional,4-1-4-1,4-3-3,F. Diniz Silva,O. Hellmann,Fluminense,Maracanã,2,1,RJ,RS
6626,13,2019-08-03,19:01,Ceará,Fortaleza,4-2-3-1,4-4-2,E. Alves Moreira,R. Ceni,Ceará,Arena Castelão,2,1,CE,CE
6628,13,2019-08-04,11:01,Santos,Goiás,3-2-4-1,4-2-3-1,J. Sampaoli Moya,C. dos Santos Oliveira,Santos,Estádio Urbano Caldeira,6,1,SP,GO
6629,13,2019-08-04,16:00,Avaí,Botafogo,4-2-3-1,4-1-4-1,A. Valentim do Carmo Neto,E. de Souza Barroca,Botafogo,Ressacada,0,2,SC,RJ
6630,13,2019-08-04,16:01,Bahia,Flamengo,4-3-3,4-2-3-1,R. Machado Marques,J. Pinheiro de Jesus,Bahia,Itaipava Arena Fonte Nova,3,0,BA,RJ
6631,13,2019-08-04,19:00,Corinthians,Palmeiras,4-1-4-1,4-2-3-1,F. Carille,L. Scolari,-,Neo Química Arena,1,1,SP,SP
6632,13,2019-08-04,19:00,Vasco da Gama,CSA,4-2-3-1,4-2-3-1,V. Luxemburgo da Silva,A. Fucks,-,Kléber Andrade,0,0,RJ,AL
6633,13,2019-08-04,19:00,Atlético Mineiro,Cruzeiro,4-1-4-1,4-2-3-1,R. Marques Santana,L. Venker de Menezes,Atlético Mineiro,Estádio Raimundo Sampaio,2,0,MG,MG
6634,13,2019-08-05,20:00,Grêmio,Chapecoense,4-2-3-1,4-4-1-1,Renato Gaúcho,E. Hartkopp,-,Arena do Grêmio,3,3,RS,SC
6575,7,2019-08-07,19:15,Corinthians,Goiás,4-1-4-1,4-3-3,F. Carille,R. L. Martins Gomes,Corinthians,Neo Química Arena,2,0,SP,GO
6636,14,2019-08-10,17:01,Ceará,Chapecoense,4-2-3-1,4-4-1-1,E. Alves Moreira,E. Hartkopp,Ceará,Arena Castelão,4,1,CE,SC
6637,14,2019-08-10,17:03,São Paulo,Santos,4-2-3-1,4-3-3,A. Stival,J. Sampaoli Moya,São Paulo,Morumbi,3,2,SP,SP
6638,14,2019-08-10,18:59,Flamengo,Grêmio,4-2-2-2,4-2-3-1,J. Pinheiro de Jesus,Renato Gaúcho,Flamengo,Maracanã,3,1,RJ,RS
6639,14,2019-08-10,21:00,Atlético Mineiro,Fluminense,4-2-3-1,4-1-4-1,R. Marques Santana,F. Diniz Silva,Atlético Mineiro,Estádio Raimundo Sampaio,2,1,MG,RJ
6640,14,2019-08-11,11:00,Internacional,Corinthians,4-3-3,4-1-4-1,O. Hellmann,F. Carille,-,Estádio José Pinheiro Borda,0,0,RS,SP
6641,14,2019-08-11,16:00,Palmeiras,Bahia,4-2-3-1,4-3-3,L. Scolari,R. Machado Marques,-,Allianz Parque,2,2,SP,BA
6642,14,2019-08-11,16:01,Avaí,Cruzeiro,4-3-3,4-2-3-1,A. Valentim do Carmo Neto,R. Alves Resende,-,Ressacada,2,2,SC,MG
6643,14,2019-08-11,16:01,Botafogo,Athletico Paranaense,4-1-4-1,4-2-3-1,E. de Souza Barroca,T. Retzalff Nunes,Botafogo,Estádio Nilton Santos,2,1,RJ,PR
6644,14,2019-08-11,19:00,Goiás,Vasco da Gama,4-2-3-1,4-2-3-1,N. da Silveira Júnior,V. Luxemburgo da Silva,Vasco da Gama,Estádio do Governo do Estado de Goiás (Serra Dourada),0,1,GO,RJ
6645,14,2019-08-12,20:01,CSA,Fortaleza,4-2-2-2,4-4-1-1,A. Fucks,M. Montenegro,Fortaleza,Estádio Rei Pelé,0,2,AL,CE
6649,15,2019-08-17,11:04,Athletico Paranaense,Atlético Mineiro,4-2-3-1,4-2-3-1,T. Retzalff Nunes,R. Marques Santana,Athletico Paranaense,Estádio Joaquim Américo Guimarães,1,0,PR,MG
6646,15,2019-08-17,17:00,Corinthians,Botafogo,4-1-4-1,4-3-3,F. Carille,E. de Souza Barroca,Corinthians,Neo Química Arena,2,0,SP,RJ
6647,15,2019-08-17,17:19,Fortaleza,Internacional,4-4-1-1,4-3-3,J. Mannarino,O. Hellmann,Internacional,Arena Castelão,0,1,CE,RS
6648,15,2019-08-17,19:00,Vasco da Gama,Flamengo,4-3-3,4-2-3-1,V. Luxemburgo da Silva,J. Pinheiro de Jesus,Flamengo,Estádio Nacional de Brasília,1,4,RJ,RJ
6650,15,2019-08-17,21:00,Grêmio,Palmeiras,4-2-3-1,4-1-4-1,Renato Gaúcho,L. Scolari,-,Arena do Grêmio,1,1,RS,SP
6651,15,2019-08-18,16:00,Fluminense,CSA,4-1-4-1,4-2-2-2,F. Diniz Silva,A. Fucks,CSA,Maracanã,0,1,RJ,AL
6654,15,2019-08-18,16:00,Cruzeiro,Santos,4-3-3,3-4-3,R. Ceni,J. Sampaoli Moya,Cruzeiro,Mineirão,2,0,MG,SP
6653,15,2019-08-18,16:01,Bahia,Goiás,4-2-3-1,4-4-2,R. Machado Marques,N. da Silveira Júnior,-,Itaipava Arena Fonte Nova,1,1,BA,GO
6652,15,2019-08-18,16:02,São Paulo,Ceará,4-1-4-1,4-2-3-1,A. Stival,E. Alves Moreira,São Paulo,Morumbi,1,0,SP,CE
6655,15,2019-08-18,19:00,Chapecoense,Avaí,4-2-3-1,4-3-3,E. Hartkopp,A. Valentim do Carmo Neto,Chapecoense,Arena Condá,1,0,SC,SC
6635,13,2019-08-21,11:58,Athletico Paranaense,São Paulo,4-2-3-1,4-2-3-1,T. Retzalff Nunes,A. Stival,São Paulo,Estádio Joaquim Américo Guimarães,0,1,PR,SP
6656,16,2019-08-24,11:00,Atlético Mineiro,Bahia,4-2-3-1,4-3-3,R. Marques Santana,R. Machado Marques,Bahia,Estádio Raimundo Sampaio,0,1,MG,BA
6657,16,2019-08-24,17:00,Grêmio,Athletico Paranaense,4-2-3-1,4-1-4-1,Renato Gaúcho,T. Retzalff Nunes,Grêmio,Arena do Grêmio,2,1,RS,PR
6658,16,2019-08-25,16:00,Goiás,Internacional,4-4-2,4-3-3,N. da Silveira Júnior,O. Hellmann,Goiás,Estádio do Governo do Estado de Goiás (Serra Dourada),2,1,GO,RS
6659,16,2019-08-25,16:00,Vasco da Gama,São Paulo,4-1-4-1,4-1-4-1,V. Luxemburgo da Silva,A. Stival,Vasco da Gama,Estádio Vasco da Gama,2,0,RJ,SP
6660,16,2019-08-25,16:00,Santos,Fortaleza,4-3-3,4-2-3-1,J. Sampaoli Moya,J. Mannarino,-,Estádio Urbano Caldeira,3,3,SP,CE
